1,-1,24.1986543857893,-5.491190131354598
2,-2,2.880954415399508,16.11896546655557
2,-1_-2,0_-2.346693506771841_-2.346693506771841_0,0_0
3,-3,7.536364074780291,5.306799932962093
3,-1_-3,0_-8.504057251153387_-8.504057251153387_0,0_0
3,-3_-4,0_-0.7023091185424151_-0.7023091185424151_0,0_0
4,-4,15.00755631643904,-30.73334621162725
4,-1_-4,0_-3.583709036451382_-3.583709036451382_0,0_0
4,-2_-4,0_0.2698089923459126_0.2698089923459126_0,0_0
5,-5,1,0
6,-6,64.43547211470737,155.9445189264489
6,-3_-6,0_-0.5331939374176491_-0.5331939374176491_0,0_0
6,-4_-6,0_-18.6115722400139_-18.6115722400139_0,0_0
7,-7,131.270285873517,-119.0988175061029
7,-4_-7,0_5.667326045920014_5.667326045920014_0,0_0
7,-6_-7,0_-54.43065828316224_-54.43065828316224_0,0_0
8,-8,123.2897956550541,-69.59578753033838
8,-7_-8,0_-69.85214932106274_-69.85214932106274_0,0_0
9,-9,33.53703743545071,26.12524038995927
9,-7_-9,0_23.78683204143868_23.78683204143868_0,0_0
9,-8_-9,0_-55.25834053739919_-55.25834053739919_0,0_0
10,-10,34.63059574212249,83.31379168530427
10,-6_-10,0_17.9824155707757_17.9824155707757_0,0_0
10,-7_-10,0_-44.57195806153454_-44.57195806153454_0,0_0
10,-9_-10,0_-1.435370161547171_-1.435370161547171_0,0_0
11,-11,115.1572244080501,-35.08707560999392
11,-10_-11,0_-1.880749089837916_-1.880749089837916_0,0_0
12,-12,77.94664386583848,-26.98757016447553
12,-11_-12,0_89.98815208396037_89.98815208396037_0,0_0
13,-13,365.3272689763979,50.43253686011305
13,-11_-13,0_-201.3984050874431_-201.3984050874431_0,0_0
13,-12_-13,0_-166.2345667892393_-166.2345667892393_0,0_0
14,-14,4.399279012229521,-1.69213123484878
14,-13_-14,0_-1.701774388187484_-1.701774388187484_0,0_0
15,-15,0.6882040915823309,2.283344445053111
15,-14_-15,0_-0.6416446822712676_-0.6416446822712676_0,0_0
16,-16,4.206288611471034,-21.4997858200265
16,-15_-16,0_-0.01373446470443879_-0.01373446470443879_0,0_0
17,-17,9.939962769017669,39.41940908238549
17,-16_-17,0_-5.149114282216944_-5.149114282216944_0,0_0
18,-18,6.149473287370522,14.02048351714573
18,-14_-18,0_-2.11962713005929_-2.11962713005929_0,0_0
18,-15_-18,0_0.06856728241593674_0.06856728241593674_0,0_0
19,-19,8.457288398008535,9.572187430829207
19,-17_-19,0_0.2755513165267924_0.2755513165267924_0,0_0
19,-18_-19,0_-3.40225827902657_-3.40225827902657_0,0_0
20,-20,6.218766203329627,-18.60388599204855
20,-17_-20,0_-3.201560446857307_-3.201560446857307_0,0_0
20,-19_-20,0_-3.99834090301256_-3.99834090301256_0,0_0
21,-21,1.013297537540653,-6.54527646102367
21,-19_-21,0_-0.8707029916453406_-0.8707029916453406_0,0_0
21,-20_-21,0_0.5595096688902863_0.5595096688902863_0,0_0
22,-22,2.308463112864016,-7.233379881777601
22,-20_-22,0_-0.533036190915366_-0.533036190915366_0,0_0
23,-23,3.057341652516406,9.672406514115519
23,-21_-23,0_-1.037382754237372_-1.037382754237372_0,0_0
23,-22_-23,0_-1.263219408075379_-1.263219408075379_0,0_0
24,-24,1.222976873114058,0.363956977620397
24,-22_-24,0_-0.8636661177056434_-0.8636661177056434_0,0_0
25,-25,0.8412348204393969,-2.111111124456565
25,-23_-25,0_-0.2096327461992815_-0.2096327461992815_0,0_0
25,-24_-25,0_-0.343710088218069_-0.343710088218069_0,0_0
26,-26,2.705008863348972,5.868256940208823
26,-25_-26,0_-0.3933183147926774_-0.3933183147926774_0,0_0
27,-27,0.812780815386291,1.655899925965166
27,-23_-27,0_-0.08927742110984538_-0.08927742110984538_0,0_0
27,-26_-27,0_0.0349604713895324_0.0349604713895324_0,0_0
28,-28,4.404268736660893,-10.77214084398291
28,-26_-28,0_-2.083020048310234_-2.083020048310234_0,0_0
28,-27_-28,0_0.1378818743405139_0.1378818743405139_0,0_0
29,-29,56.77261922776457,-123.9488242417715
29,-27_-29,0_-0.798551014877652_-0.798551014877652_0,0_0
29,-28_-29,0_-1.446741485703462_-1.446741485703462_0,0_0
30,-30,163.8895148208498,-275.4107967180543
30,-28_-30,0_-1.480993340347153_-1.480993340347153_0,0_0
30,-29_-30,0_66.57941925779116_66.57941925779116_0,0_0
31,-31,494.8874881275195,158.0987186745285
31,-29_-31,0_-126.2580971516453_-126.2580971516453_0,0_0
31,-30_-31,0_-275.2011462484787_-275.2011462484787_0,0_0
32,-32,88.13485346875106,-640.5759101887231
32,-30_-32,0_36.08388128661036_36.08388128661036_0,0_0
32,-31_-32,0_-19.91827541454234_-19.91827541454234_0,0_0
32,-32_-33,0_-137.7404130325633_-137.7404130325633_0,0_0
33,-33,280.7951698676005,1141.618925296192
33,-1_-33,0_-11.78861161962991_-11.78861161962991_0,0_0
33,-3_-33,0_2.400412139627184_2.400412139627184_0,0_0
33,-31_-33,0_-71.00372874428078_-71.00372874428078_0,0_0
34,-34,2.435518102120625,-8.315593033529971
34,-1_-34,0_2.63841849921555_2.63841849921555_0,0_0
34,-32_-34,0_3.80222227829339_3.80222227829339_0,0_0
34,-33_-34,0_-8.274917743478749_-8.274917743478749_0,0_0
35,-35,2.301374056262466,5.074603091704363
35,-1_-35,0_-0.6119631679155759_-0.6119631679155759_0,0_0
35,-34_-35,0_-0.4258621006076424_-0.4258621006076424_0,0_0
36,-36,1.455528442496416,0.5572645781883017
36,-34_-36,0_-0.4426903051835798_-0.4426903051835798_0,0_0
36,-35_-36,0_-0.3700756189093178_-0.3700756189093178_0,0_0
37,-37,1.816997451451019,0.003396356918194954
37,-35_-37,0_-0.645670303131311_-0.645670303131311_0,0_0
