2,1,0.257905,0.3461
3,1,0.775104,0.753358
4,1,0.239087,0.185343
6,1,0.416937,0.478165
7,1,0.194817,0.248943
8,1,0.16335,0.234018
9,1,0.252044,0.302955
10,1,0.251273,0.232675
11,1,0.165973,0.0929435
12,1,0.137282,0.259632
13,1,0.15826,0.205861
14,1,0.0621626,0.000620476
18,1,0.0430356,0.000343918
19,1,0.0289989,0.000181389
20,1,0.0158877,0.00993969
21,1,0.0197439,0.0163283
22,1,0.0280734,0.02683
23,1,0.0481259,0.0766606
24,1,0.0169675,0.0138693
25,1,0.0182014,0.0326716
26,1,0.122011,0.0897598
27,1,0.0279192,0.0652638
28,1,0.120777,0.176008
29,1,0.0698751,0.0812199
30,1,0.179392,0.251653
31,1,0.510401,0.327779
32,1,0.100108,0.134982
33,1,0.431899,0.577268
34,1,0.257751,0.271996
35,1,0.323307,0.301873
36,1,0.381459,0.304473
37,1,0.344285,0.263669
38,1,0.098257,0.0890107
39,1,0.0761993,0.162997
40,1,0.189573,0.223276
41,1,0.0626253,0.115278
42,1,0.0100262,0.0285506
43,1,0.0424186,0.109752
44,1,0.0215949,0.0622823
45,1,0.0450409,0.0903595
46,1,0.0124942,0.0237455
47,1,0.0274564,0.104761
48,1,0.0487429,0.0662259
49,1,0.00539874,0.00746136
51,1,0.0273022,0.0377453
52,1,0.0451951,0.0540839
53,1,0.0873053,0.149192
54,1,0.0842203,0.120577
1,2,0.3461,0.257905
3,2,0.438893,0.222349
4,2,0.598886,0.571303
6,2,0.406685,0.418193
7,2,0.523851,0.522914
8,2,0.25766,0.320967
9,2,0.206302,0.0805066
10,2,0.161386,0.121596
11,2,0.112465,0.0466955
12,2,0.0927925,0.0684647
13,2,0.0715529,0.0454212
14,2,0.0835655,0.000827301
18,2,0.0391713,0.000343918
20,2,0.00800836,0.00949296
21,2,0.0137535,0.00761253
22,2,0.0130571,0.0152107
23,2,0.0442201,0.0798453
24,2,0.0207173,0.0200334
25,2,0.00870474,0.0154398
26,2,0.0858287,0.0588566
27,2,0.102194,0.128393
28,2,0.0360376,0.0580441
29,2,0.0994081,0.0969502
30,2,0.135794,0.130157
31,2,0.276023,0.129895
32,2,0.119951,0.137655
33,2,0.439937,0.488133
34,2,0.557103,0.461751
35,2,0.471797,0.352143
36,2,0.351323,0.218811
37,2,0.294568,0.168956
38,2,0.199861,0.127382
39,2,0.131093,0.209453
40,2,0.0933148,0.0863506
41,2,0.0684192,0.127575
42,2,0.0226323,0.0706482
43,2,0.0447423,0.110372
44,2,0.0285515,0.107287
