1,2,-1.860905
1,3,-4.065932
1,4,-9.292907
1,5,-3.581147
1,6,-3.093119
1,7,-27.966812
1,8,-32.147129
1,9,-44.921228
1,10,-47.966678
1,11,-17.665296
1,12,-15.627824
1,13,-6.430069
1,14,-36.110683
1,15,-21.062133
1,16,-32.094139
1,17,-46.606077
1,18,-65.052637
1,19,-64.292309
1,20,-42.983042
1,21,-22.071383
1,22,-11.618721
1,23,-35.921273
1,24,-51.255598
1,25,-19.754122
2,1,-1.860905
2,3,-1.839197
2,4,-8.387161
2,5,-8.611762
2,6,-4.909308
2,7,-15.437656
2,8,-19.376032
2,9,-28.647165
2,10,-31.421484
2,11,-9.245237
2,12,-6.720715
2,13,-1.980466
2,14,-22.467109
2,15,-10.440407
2,16,-22.387803
2,17,-38.132081
2,18,-52.073786
2,19,-49.381646
2,20,-31.871596
2,21,-16.521121
2,22,-6.794560
2,23,-24.392612
2,24,-36.227750
2,25,-10.369427
3,1,-4.065932
3,2,-1.839197
3,4,-2.560959
3,5,-7.096551
3,6,-2.363255
3,7,-17.266024
3,8,-25.108532
3,9,-31.389606
3,10,-27.589805
3,11,-5.415231
3,12,-8.475109
3,13,-6.370385
3,14,-17.875617
3,15,-10.447948
3,16,-13.314141
3,17,-23.991969
3,18,-36.746011
3,19,-36.043006
3,20,-20.618218
3,21,-7.651995
3,22,-1.946874
3,23,-15.995797
3,24,-27.064811
3,25,-15.956822
4,1,-9.292907
4,2,-8.387161
4,3,-2.560959
4,5,-6.641567
4,6,-2.241177
4,7,-28.773451
4,8,-41.141342
4,9,-45.675391
4,10,-34.571568
4,11,-8.612347
4,12,-18.210951
4,13,-17.007699
4,14,-22.646369
4,15,-19.008476
4,16,-11.184071
4,17,-15.561256
4,18,-29.072336
4,19,-31.517822
4,20,-16.679353
4,21,-3.816256
4,22,-2.317971
4,23,-15.479985
4,24,-27.313810
4,25,-30.247469
5,1,-3.581147
5,2,-8.611762
5,3,-7.096551
5,4,-6.641567
5,6,-1.458260
5,7,-44.952099
5,8,-53.686260
5,9,-66.515127
5,10,-62.544116
5,11,-24.440728
5,12,-29.052401
5,13,-18.490650
5,14,-47.060200
5,15,-34.199944
5,16,-34.300799
5,17,-42.021089
5,18,-63.479757
5,19,-66.776622
5,20,-44.126533
5,21,-20.512708
5,22,-13.813973
5,23,-40.627401
5,24,-58.474532
5,25,-37.880137
6,1,-3.093119
6,2,-4.909308
6,3,-2.363255
6,4,-2.241177
6,5,-1.458260
6,7,-32.239450
6,8,-41.535568
6,9,-50.819751
6,10,-45.329528
6,11,-14.087179
6,12,-19.383622
6,13,-13.102966
6,14,-32.146560
6,15,-22.740527
6,16,-21.831993
6,17,-29.598477
6,18,-47.020234
6,19,-49.076312
6,20,-30.043476
6,21,-11.593354
6,22,-6.296997
6,23,-26.752700
6,24,-41.494820
6,25,-28.560379
7,1,-27.966812
7,2,-15.437656
7,3,-17.266024
7,4,-28.773451
7,5,-44.952099
7,6,-32.239450
7,8,-2.125746
7,9,-2.109742
7,10,-5.972370
7,11,-7.313200
7,12,-1.787860
7,13,-9.198599
7,14,-5.632986
7,15,-1.042438
7,16,-18.226750
7,17,-38.981453
7,18,-40.222601
7,19,-31.372248
7,20,-24.264601
7,21,-24.331212
7,22,-15.560517
7,23,-14.764140
7,24,-16.689443
7,25,-2.962151
8,1,-32.147129
8,2,-19.376032
8,3,-25.108532
8,4,-41.141342
8,5,-53.686260
8,6,-41.535568
8,7,-2.125746
8,9,-2.609383
8,10,-13.515016
8,11,-16.243467
8,12,-4.612761
8,13,-9.943664
8,14,-14.491182
8,15,-5.457896
8,16,-32.591691
8,17,-59.020663
8,18,-60.772210
8,19,-49.446477
8,20,-40.739814
8,21,-39.186288
8,22,-26.203137
8,23,-28.087561
8,24,-30.240660
8,25,-1.571970
9,1,-44.921228
9,2,-28.647165
9,3,-31.389606
9,4,-45.675391
9,5,-66.515127
9,6,-50.819751
9,7,-2.109742
9,8,-2.609383
9,10,-5.894586
9,11,-15.691517
9,12,-7.693490
9,13,-18.815898
9,14,-8.842688
9,15,-5.778393
9,16,-27.112121
9,17,-50.932890
9,18,-47.903426
9,19,-36.342237
9,20,-32.454805
9,21,-37.470250
9,22,-28.039700
9,23,-21.514567
9,24,-20.067578
9,25,-7.021454
10,1,-47.966679
10,2,-31.421484
10,3,-27.589805
10,4,-34.571568
10,5,-62.544116
10,6,-45.329528
10,7,-5.972370
10,8,-13.515016
10,9,-5.894586
10,11,-8.956238
10,12,-11.047037
10,13,-26.444079
10,14,-1.280999
10,15,-6.169923
10,16,-11.084656
10,17,-25.670250
10,18,-20.973678
10,19,-13.188660
10,20,-12.655092
10,21,-21.378890
10,22,-19.101694
10,23,-6.892998
10,24,-4.432211
10,25,-17.314614
11,1,-17.665296
11,2,-9.245237
11,3,-5.415231
11,4,-8.612347
11,5,-24.440728
11,6,-14.087179
11,7,-7.313200
11,8,-16.243467
11,9,-15.691517
11,10,-8.956238
11,12,-4.386442
11,13,-10.533034
11,14,-3.674016
11,15,-2.907193
11,16,-3.816843
11,17,-14.577043
11,18,-19.552104
11,19,-16.461227
11,20,-8.008087
11,21,-4.993266
11,22,-1.995193
11,23,-3.790816
11,24,-8.876781
11,25,-12.545585
12,1,-15.627824
12,2,-6.720715
12,3,-8.475109
12,4,-18.210951
12,5,-29.052401
12,6,-19.383622
12,7,-1.787860
12,8,-4.612761
12,9,-7.693490
12,10,-11.047037
12,11,-4.386442
12,13,-3.332123
12,14,-7.760444
12,15,-0.736910
12,16,-15.947689
12,17,-34.890679
12,18,-40.427995
12,19,-33.714910
12,20,-23.111970
12,21,-17.983401
12,22,-8.972383
12,23,-14.359605
12,24,-19.640460
12,25,-2.097112
13,1,-6.430069
13,2,-1.980466
13,3,-6.370385
13,4,-17.007699
13,5,-18.490650
13,6,-13.102966
13,7,-9.198599
13,8,-9.943664
13,9,-18.815898
13,10,-26.444079
13,11,-10.533034
13,12,-3.332123
13,14,-20.312731
13,15,-7.074737
13,16,-26.721898
13,17,-47.318475
13,18,-58.700483
13,19,-52.986532
13,20,-36.800682
13,21,-23.903055
13,22,-11.639438
13,23,-26.799978
13,24,-36.526397
13,25,-3.660563
14,1,-36.110683
14,2,-22.467109
14,3,-17.875617
14,4,-22.646369
14,5,-47.060200
14,6,-32.146560
14,7,-5.632986
14,8,-14.491182
14,9,-8.842688
14,10,-1.280999
14,11,-3.674016
14,12,-7.760444
14,13,-20.312731
14,15,-3.767268
14,16,-5.337105
14,17,-17.473606
14,18,-16.075434
14,19,-10.421672
14,20,-7.417262
14,21,-12.332634
14,22,-10.622634
14,23,-2.811758
14,24,-2.957907
14,25,-15.513523
15,1,-21.062133
15,2,-10.440407
15,3,-10.447948
15,4,-19.008476
15,5,-34.199944
15,6,-22.740527
15,7,-1.042438
15,8,-5.457896
15,9,-5.778393
15,10,-6.169923
15,11,-2.907193
15,12,-0.736910
